# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single LED (low energy detector) count.
#
# tus -- time of the count, microsecond
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# add -- address of the count within the DAU (each DAU has 32 addresses: [0:31])
# chn -- channel of the count for each address (each address has 128 channels: [0:127])
# mlh -- "multihit" flag of the count, meaning how many simultaneous counts were detected: [0:3]
#         0 --> a single count
#         1 --> 2 counts
#         2 --> 3 counts
#         3 --> 4+ counts
#
#
#
#     tus      erg   dau  add    chn   mlh
#
 -850850     883    1     9     93    0 
 -850850     902    2     0     40    0 
 -850850     847    0     0     93    1 
 -850845     167    1     9     82    0 
 -850729     567    0     4      0    0 
 -850522     902    2     7     34    0 
 -850285     544    0    24    106    0 
 -850274     228    3    25     35    0 
 -849792     882    1     1     32    0 
 -848539     886    2    25     52    0 
 -848321     893    2    29     79    0 
 -847952     325    1     2    126    0 
 -847921     463    2    24     25    0 
 -847874     363    3     4     79    0 
 -846944     196    3    23     71    0 
 -846797     752    3     6    110    0 
 -846484     433    2    16    101    0 
 -845927     200    1     5     26    0 
 -845641     348    0    24     20    0 
 -845120     362    3    23     56    0 
 -844817     922    1    23     74    0 
 -844018     844    0    19     69    0 
 -843898     338    0     3     72    0 
 -843897     455    0    12     20    0 
 -843821     646    3     8     50    0 
 -842953     929    1     5     13    0 
 -842808     867    1    30    109    0 
 -842582     868    1    26     66    0 
 -842469     419    0     8     91    0 
 -842372     630    3    24     50    0 
 -842355     875    3    27     71    0 
 -842183     767    3     4     95    0 
 -841851     728    1    26     13    1 
 -841726     880    3    29     71    1 
 -841519     863    0    16     87    0 
 -841222     913    2    16     23    0 
 -841222     652    0    16     92    0 
 -841222     400    2     7     77    0 
 -841222    1023    0    11     87    1 
 -841222     897    2    26     76    0 
 -841209     396    0     6     83    0 
 -841209     522    2     2     14    0 
 -841163     165    2    30     44    0 
 -840666     926    1     3     57    0 
 -840311     692    2    22     52    0 
 -840228     924    1    23     98    0 
 -840223     172    1    23     75    0 
 -839662    1023    3    19    125    1 
 -839662    1006    3    27    111    3 
 -839657     164    3    24      3    0 
 -839654     162    3    25     80    0 
 -839580     335    1     8    113    0 
 -838925     881    0    24     29    1 
 -838925     468    2    24     87    0 
 -838925     778    3    30     98    0 
 -838925     994    0     7    123    3 
 -838925    1023    2     7     95    3 
 -838925    1023    0    15    127    3 
 -838925    1014    2    11    127    2 
 -838925    1010    0    19    127    3 
 -838922     179    0     4    117    1 
 -838921     341    0    17    121    1 
 -838920     156    2    10     74    0 
 -838715     676    2    29    124    0 
 -838632     305    2    24     55    0 
 -838571     897    2    27    109    0 
 -838571    1023    1     5     18    1 
 -838571    1023    1    23    126    3 
 -838571     437    1    31     94    1 
 -838557     468    2    11     76    0 
 -838061     277    0     7     36    0 
 -838014     170    3    11    120    0 
 -837953     206    2    30     70    0 
 -837939     854    0    17     30    1 
 -837939     994    0     3    120    1 
 -837934     162    0     2      7    0 
 -837934     154    0    17     25    0 
 -837830     261    1    11     30    0 
 -837656     644    2    13     26    0 
 -836647     461    3    27     25    0 
 -836646     553    2    23     86    0 
 -836193    1023    0    15    127    2 
 -836192     196    2    23    118    0 
 -835996     172    2    25     17    0 
 -835488     410    3    18     71    0 
 -835488     242    1     6     59    0 
 -835488     447    3    15    118    0 
 -835437     866    0     3     86    0 
 -835437     755    3     6     28    0 
 -835250     561    3     0     40    0 
 -834882     865    0     3     40    0 
 -834566     195    2     3     91    0 
 -834387     907    2    13     19    0 
 -834364     760    3     7     47    1 
 -834364     999    3    15    111    2 
 -834364     868    3    21      1    0 
 -834359     161    3     7     46    0 
 -834211     923    1    23     81    0 
 -834211     611    1     7     23    1 
 -834211     362    1    12     14    0 
 -834211    1008    1    30    123    1 
 -834191     273    1    21     84    0 
 -833843     865    3    11     24    0 
 -833728     885    0    31     48    0 
 -833538     182    1    12     95    0 
 -833209     914    0    15    100    0 
 -833209    1021    1    11     87    1 
 -833208     411    0     7     31    0 
 -833141     408    0     2     87    0 
 -832433     906    2    17     59    0 
 -832428     151    2    17     52    0 
 -832361     228    0    18     87    0 
 -832333     589    2     8     88    0 
 -831889     173    3    25     32    0 
 -831853     151    2     7    123    0 
 -831818     191    0     6      2    0 
 -831256     912    0    15    122    0 
 -831089     897    2     0     51    0 
 -831046     228    0    18     32    0 
 -831032     943    3     6     59    2 
 -831022     750    3     6     42    0 
 -830831     275    0    20     77    0 
 -830555     291    0     2    103    0 
 -830522     943    3     7    127    3 
 -830522     303    1    15     93    0 
 -830359     420    3    17     73    0 
 -829606     173    1    29    127    0 
 -828717     239    1    14      8    0 
 -828688     626    0    20    103    0 
 -828688     546    1    31     26    0 
 -827955     271    1     5     28    0 
 -827463     900    2    24    100    0 
 -827376     180    1    26    115    0 
 -826815     235    2    21      4    0 
 -826344     178    2    16     20    0 
 -826240     735    2    30    112    0 
 -826120    1010    0    23     79    1 
 -826119     194    0    11     22    0 
 -825659     994    0     7    127    3 
 -825658     865    0    16    114    0 
 -825658     293    1    12     36    0 
 -825397     177    2    23      0    0 
 -825328     367    2    22     27    0 
 -825044     364    2     3     75    0 
 -824817     984    2    15    111    1 
 -824774     326    1    18    117    0 
 -824762    1008    1    29    113    1 
 -824167     889    2    28     40    0 
 -824167     879    2    19     54    1 
 -823722     865    0    23     24    0 
 -823688     930    1     6     73    0 
 -823688    1022    0    31    126    3 
 -823349     856    3    13     15    0 
 -823143     190    1     5    105    0 
 -822571     869    3    21     64    0 
 -822426     386    3    14    124    0 
 -822322    1023    0    15    103    1 
 -822322    1010    0    19    127    3 
 -822117     840    0     4     98    0 
 -821860     863    0     3    108    1 
 -821762     607    2    19     25    0 
 -821460     359    3     0     90    0 
 -821254     708    0    12     60    0 
 -821155     898    2    26     57    0 
 -821155     860    0    18    116    0 
 -821155     316    3    25     14    0 
 -820873     898    2    31     36    0 
 -820781     900    0    12     32    0 
 -820776     175    0    12     24    0 
 -819838     430    2    16     98    0 
 -819152     883    0    31     41    0 
 -819101     493    2     8     91    0 
 -818894     904    2     5    116    1 
 -818551     270    3     5     27    0 
 -818288     196    0    21    113    0 
 -818268     447    2     6      6    0 
 -817000     397    3    19     33    0 
 -816874     278    3    28     13    0 
 -816796     887    1    15     45    0 
 -816730     890    0    11    105    0 
 -816730     994    0     2     63    2 
 -816726     173    0    11    101    0 
 -816520     859    0    20    121    0 
 -816357     898    2    27    118    0 
 -816357     680    0    18      8    0 
 -816357    1021    1    15     47    1 
 -816357     864    3    21     30    0 
 -816357     994    0     7     63    1 
 -816357    1023    1    23    111    1 
 -816357     958    0    15    111    1 
 -816357     886    0    30     78    0 
 -816352     286    1    15     19    1 
 -816264     299    2     5     99    0 
 -816044     887    0    30      5    0 
 -815425     270    1     4    115    0 
 -815238     885    0     8     50    0 
 -814924     664    1     3     27    0 
 -814394     310    3    15     48    0 
 -814394     432    2    15     86    0 
 -814394     314    2    24    125    0 
 -814251     867    3     8     31    2 
 -814248     185    3     9    108    1 
 -814004     551    2    25     99    0 
 -813677     873    1    14    124    0 
 -813650     855    0    21     25    0 
 -813330     462    2    13     21    0 
 -813238     185    2     6     83    0 
 -812812     329    0     0     49    0 
 -812588     765    3    18     24    0 
 -812244     456    0     6     30    0 
 -812064     167    3    13    112    0 
 -812023     905    0    14    108    0 
 -811846     605    3     3     33    0 
 -811846     856    3    12     20    0 
 -811845     178    3    16      5    0 
 -811473     578    1     8    116    0 
 -811456     929    1     3     38    0 
 -811280     659    3    12     88    0 
 -811203     231    3    12     15    0 
 -810920     999    3    15    126    1 
 -810417    1023    3    23    127    2 
 -810347     190    0     6     12    0 
 -810290     575    3     7    103    1 
 -809846     421    1     9     26    0 
 -809544     276    3     6    107    0 
 -809421     305    3    18     96    0 
 -809210     865    0    22     25    0 
 -809147     248    3    16     50    0 
 -809089     263    0     6     51    0 
 -809036     849    0     4     85    0 
 -808976     218    3     7     54    0 
 -808835     432    1     4     94    0 
 -808765     212    2    20     38    0 
 -808765     863    3    15     21    1 
 -808578     725    0    12     89    0 
 -808539     480    2    29    100    0 
 -808246    1006    3    31    116    1 
 -808235     277    3    11     65    0 
 -808051     891    0    25     90    0 
 -808051     290    0    17     35    0 
 -807397     908    2    31     92    0 
 -807307     322    2    17     63    0 
 -807199     853    3    13     16    0 
 -807167    1023    2    19    119    1 
 -806716     388    0    26     10    0 
 -806715     457    3    23     33    0 
 -806524     275    1     8     99    0 
 -806098     446    1    14    106    0 
 -806098    1023    1     5    119    1 
 -806098     507    1    29     41    0 
 -805695     874    3    27     96    0 
 -805695    1023    3    19     31    3 
 -805102     779    1    16     87    0 
 -804751     252    0    24     17    0 
 -804737     408    0    20     94    0 
 -804737     889    0    31    127    3 
 -804736     393    3    24    123    0 
 -804734     884    0    27     86    0 
 -804726     276    0    27     84    0 
 -804721     170    0    27     84    0 
 -804373     750    1    10     92    0 
 -804296     224    3    28     39    0 
 -804202     233    0    14     76    0 
 -803740     259    3     0     82    0 
 -803184     901    2    17     59    1 
 -802745     747    2    14     29    0 
 -802491     601    1     3     80    0 
 -802445     929    1     3     56    0 
 -802445     883    3    18     49    0 
 -802445    1008    1    27    126    1 
 -802440     170    1     3     54    0 
 -801984     334    3     2     37    0 
 -801879     749    3     2     91    0 
 -801811     597    1     1     35    0 
 -801503     539    3    22     84    0 
 -801297    1023    2    21     93    1 
 -800707     241    2    17     71    0 
 -800615     871    1    14     62    1 
 -800606     279    2    26     62    0 
 -800154     866    3     9     30    0 
 -800057    1023    2    18    127    1 
 -800057     293    3    24    124    0 
 -800057    1014    2    11    123    2 
 -800054     894    2     8    123    1 
 -800051     175    2    26     77    0 
 -800050     355    2     8    122    0 
 -800048     163    2     9      6    0 
 -800045     247    2     8    125    0 
 -799930     284    1     0     32    0 
 -799783     600    2    13    114    0 
 -799539     520    1    29     33    0 
 -799407     887    0    28    101    0 
 -799275     652    3    26     83    0 
 -799192     883    0    24     31    0 
 -799192     750    3     6     14    0 
 -798756     932    2    31    126    2 
 -798755     247    0     9      7    0 
 -798425    1023    1     7    127    3 
 -798424     867    3     8     64    0 
 -798424    1023    2    19    119    3 
 -798424     994    0     7     95    3 
 -798424     512    3    23     31    0 
 -798424    1023    2     7    125    3 
 -798424    1023    0    15    127    1 
 -798424    1006    3    31    127    2 
 -798424    1010    0    23    127    1 
 -798424    1021    1    15    127    3 
 -798424    1014    2    15    127    3 
 -798424    1023    1    23    127    3 
 -798424    1023    2    31    127    1 
 -798424    1022    0    31    127    1 
 -798421     171    1     7    123    1 
 -798419     160    1     5      8    0 
 -798349     663    2    17    124    0 
 -798349     994    0     7    127    2 
 -798349     245    3    21    125    0 
 -798344     163    0     6     15    0 
 -798340     854    0     7    112    0 
 -798187     198    3    26     23    0 
 -796954     422    2    13    114    0 
 -796851     551    0    12     69    0 
