# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single HED count.
#
# tus -- time of the count, microsecond
# ttk -- submicrosecond time of the count, in units of 1/36e6 s (which means 1/36 of a microsecond)
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# det -- detector of the count within the DAU (each DAU has three detectors: 0, 1, 2)
# typ -- type of the count: 0 corresponds to NORMAL event, 1 corresponds to FAST event
#
#
#
#    tus    ttk     erg   dau  det  typ
#
 270304    18     999    0    2    0 
 270423     4     102    3    1    0 
 270570    34    1877    3    2    0 
 270664    31      49    3    2    0 
 270918    23      27    2    2    0 
 270971    18      66    3    2    0 
 271039    19     203    1    0    0 
 271112     0      95    0    2    0 
 271112     0      59    3    0    0 
 271226    11      95    3    0    0 
 271361    35      44    2    2    0 
 271647    20    1866    1    0    0 
 271647    20    1734    3    1    0 
 271647    21    1763    3    2    0 
 271647    22    1775    0    2    0 
 271647    25      37    2    0    0 
 271647    26      37    3    0    0 
 271647    27     600    1    1    0 
 271647    29      41    0    0    0 
 271816     4      50    0    1    0 
 271869    34    1769    0    0    0 
 271870     2     189    1    1    0 
 271870     3     235    0    1    0 
 271870     3     370    1    0    0 
 271870     3     384    0    2    0 
 271989    18      63    1    0    0 
 272258    27     189    2    0    0 
 272741    27     277    0    0    0 
 272775     0     218    1    2    0 
 272889    21      54    1    1    0 
 273221    21    1738    2    0    0 
 273221    22    1686    1    0    0 
 273221    24    1598    0    2    0 
 273221    27     102    0    1    0 
 273221    27      41    2    1    0 
 273274    17     169    0    0    0 
 273314    33     143    2    0    0 
 273314    34     204    3    2    0 
 273654     5    1806    0    0    0 
 273658    12     211    0    0    1 
 273781    34      81    0    2    0 
 273782     0      60    0    1    0 
 273782     1      43    0    0    0 
 273786    18     176    0    2    0 
 273799     4      21    0    1    0 
 273837    33      44    2    0    0 
 273914    10     119    3    0    0 
 273959    14    1913    3    0    0 
 273959    16    1641    1    1    0 
 273959    20     124    2    1    0 
 273959    20     561    3    1    0 
 274386    12     107    3    2    0 
 274386    13      78    2    0    0 
 274551    13     396    0    0    0 
 274896    31      28    0    0    0 
 275391    13    1515    3    0    0 
 276269    34      54    0    2    0 
 276280    10      27    2    2    0 
 276296     2      59    0    0    0 
 276606    35     792    3    0    0 
 276927    31    1802    3    2    0 
 276927    34    1281    3    1    0 
 276928     0    1232    2    0    0 
 276958    10      56    3    1    0 
 277288     0      19    2    1    0 
 277294    31      27    2    2    0 
 278011    14      40    3    1    0 
 278033    14      70    2    2    0 
 278122    14      47    0    0    0 
 278122    14      55    3    1    0 
 278122    15     148    1    0    0 
 278184     8    1739    1    2    0 
 278325     9     105    3    2    0 
 278580    19      20    2    0    0 
 278736     1      76    3    0    0 
 278772    11     140    3    1    0 
 278772    15      37    1    2    0 
 278851    11    1145    3    0    0 
 278851    12     221    1    2    0 
 279106    14     921    3    1    0 
 279106    15      52    1    1    0 
 279106    17      34    1    0    0 
 279420    21      47    1    0    0 
 279442    24      71    3    2    0 
 279565     2      57    2    2    0 
 279585     5    1594    1    1    0 
 279752     0     120    0    2    0 
 279752     2      21    2    2    0 
 279940    33    1638    2    2    0 
 279940    34    1622    0    0    0 
 279941     2     236    0    1    0 
 279941     3      20    2    1    0 
 280310     0     135    1    2    0 
 280470     3      26    0    1    0 
 281871    30     107    0    2    0 
 281906    22      32    2    0    0 
 281906    23      39    2    1    0 
 282298    25      25    0    2    0 
 282298    25      38    3    0    0 
 282561     0    2026    3    2    0 
 282561     0    1848    3    1    0 
 282561     2    1601    2    0    0 
 282561     6      32    0    1    0 
 282561     6     310    1    1    0 
 282561     6     274    3    0    0 
 282561     7     105    1    0    0 
 282561     8      44    0    2    0 
 282561     8      26    2    2    0 
 282561     8     710    2    1    0 
 282561     8      40    0    0    0 
 282594    33      45    1    2    0 
 282688     2      78    0    1    0 
 282688     3     141    0    0    0 
 282787     3      39    2    0    0 
 283792    25    1901    0    2    0 
 283792    30      26    0    0    0 
 283939     5     968    1    2    0 
 283939     7      37    1    1    0 
 284857    23      90    0    2    0 
 284857    23     169    1    0    0 
 285563    21      47    3    0    0 
 285563    24      70    1    0    0 
 285641     9     344    2    0    0 
 286191    11      53    0    0    0 
 286393    11      89    1    0    0 
 286427     6    1749    3    1    0 
 286427     6    1977    3    2    0 
 286427     9    1570    0    2    0 
 286427    11     113    2    2    0 
 286427    11     754    0    0    0 
 286427    11      85    0    1    0 
 286427    12     253    1    0    0 
 286427    12     863    2    0    0 
 286427    18      31    3    0    0 
 287019     2      66    2    2    0 
 287035    24      62    1    0    0 
 287072    35      56    3    2    0 
 287167    34      45    2    2    0 
 288689    17      64    1    0    0 
 288716    35     118    0    0    0 
 288903    16    1974    3    2    0 
 288903    22     282    2    0    0 
 289001    30      93    2    1    0 
 289054     0      43    3    2    0 
 289207    35    1807    2    2    0 
 289208     3    1392    0    0    0 
 289208     5      38    0    1    0 
 289208     8      22    2    1    0 
 289513    28      29    2    0    0 
 289560    14    1437    2    0    0 
 289588    19      91    3    2    0 
 289588    20     623    3    0    0 
 289588    20      34    3    1    0 
 289710    22    1889    0    2    0 
 289710    27     357    0    0    0 
 289710    27     295    0    1    0 
 290204     5      92    0    0    0 
 290451     8      22    2    2    0 
 290739     8      41    2    2    0 
 290870    24      55    3    2    0 
 291078    15     695    0    0    0 
 291150     2      55    3    0    0 
 291414    29     507    2    0    0 
 291504     1     109    3    1    0 
 292353    32    1307    1    0    0 
 292353    32    1194    2    0    0 
 292353    34     187    3    2    0 
 292413     4    1724    1    0    0 
 292413     5    1914    0    2    0 
 292413     9     161    3    2    0 
 292413    10      40    2    1    0 
 292413    10     671    1    1    0 
 292413    10      27    2    2    0 
 292413    11      67    0    1    0 
 292527    33     342    1    2    0 
 292874     4      69    2    0    0 
 292915     8      74    1    1    0 
 293176    28    1773    0    0    0 
 293176    29    1903    0    2    0 
 293176    34      46    0    1    0 
 293190    28      83    0    1    0 
 293502    24      31    3    0    0 
 294355    26      50    2    0    0 
 294355    27      78    2    2    0 
 294654     3      54    3    2    0 
 294931    19    1883    1    2    0 
 294931    19    1947    3    2    0 
 294931    19    1799    1    0    0 
 294931    19    1741    1    1    0 
 294931    20    1680    2    0    0 
 294931    26     104    0    2    0 
 294931    26      67    3    1    0 
 294936     8    1621    2    2    0 
 295158    14    1836    2    2    0 
 295158    18    1304    2    1    0 
 295162     0      79    2    2    1 
 295163    32      83    2    2    1 
 295330    27     249    0    2    0 
 295632     4    1526    0    1    0 
 296152    17      57    2    0    0 
 296152    19      28    0    0    0 
 297094    15      24    2    2    0 
 297319    21      69    3    0    0 
 297361    27    1937    3    2    0 
 297504    18     501    0    2    0 
 297588     9    1636    3    0    0 
 297588    12      58    3    1    0 
 297588    13      34    2    2    0 
 298240    24      18    2    1    0 
 298375    34     703    3    1    0 
 298395    31     906    2    0    0 
 298680     7    1832    3    2    0 
 299023     2      54    0    1    0 
 299057     1    1654    2    1    0 
 299057     3    1461    2    2    0 
 299057     6     127    0    0    0 
 299057     6      47    1    1    0 
 299162    17     158    1    0    0 
 299356    15      21    2    1    0 
 299401    31      27    0    1    0 
 299401    34      76    2    2    0 
 299612    31    1597    0    1    0 
 299612    35     330    0    2    0 
 299754    14      57    3    1    0 
 299754    17      37    1    0    0 
 300231     5    1302    0    0    0 
 300295     2      19    2    2    0 
 300304    32      34    0    0    0 
 300856    12      55    1    0    0 
 301022    12      51    1    0    0 
 301068    11    1761    1    2    0 
 301068    17     223    1    1    0 
 301090     0      72    1    2    0 
 301090     1     392    3    0    0 
 301090     1      31    3    1    0 
 301090     5      38    3    2    0 
 301254    12      31    1    2    0 
 301475    24      85    2    1    0 
 301475    25     469    2    2    0 
 301475    25     868    2    0    0 
 301723    21    1375    2    2    0 
 302778    35    1696    3    1    0 
 302779     2    1353    1    0    0 
 302779     4      71    3    2    0 
 302779     4     294    3    0    0 
 302779     5      53    2    1    0 
 302779     5      42    1    2    0 
 302779     6      38    1    1    0 
 302933     7      70    1    0    0 
 303327     1      44    0    0    0 
 303327     1      36    3    0    0 
 303411    24      32    0    1    0 
 303411    24      69    0    2    0 
 303497    19    1640    3    1    0 
 303497    24     142    1    1    0 
 303497    26      32    3    2    0 
 303697     0      85    0    2    0 
 303697     1      29    0    1    0 
 303812    35      21    2    2    0 
 303892     5      91    2    1    0 
 303892     7      58    2    2    0 
 304081     7      71    0    1    0 
 304081     8      49    0    2    0 
 304287    34      22    2    2    0 
 304699     8    1741    3    2    0 
 304699    12      36    3    1    0 
 304699    14      34    2    0    0 
 304710    24      43    1    1    0 
 304809    33    1825    3    0    0 
 305239     8    1236    0    1    0 
 305662    15    1826    1    0    0 
 305662    15    2136    0    2    0 
 305662    21      46    3    2    0 
 305662    21     273    0    1    0 
 305662    21     165    1    1    0 
 305851    23     171    0    2    0 
 306338    26      94    3    0    0 
 306425     8      73    1    0    0 
 306785    28    1804    0    0    0 
 306785    30    1617    0    1    0 
 307024    21     300    0    0    0 
 307024    21      20    2    0    0 
 307424    30      36    0    0    0 
